"","age","pCO2","pCO2_sd","pCO2_rhat","pCO2_n.eff","MAT","MAT_sd","MAT_rhat","MAT_n.eff","PCQ_to","PCQ_to_sd","PCQ_to_rhat","PCQ_to_n.eff","tsc","tsc_sd","tsc_rhat","tsc_n.eff","MAP","MAP_sd","MAP_rhat","MAP_n.eff","PCQ_pf","PCQ_pf_sd","PCQ_pf_rhat","PCQ_pf_n.eff","Tsoil","Tsoil_sd","Tsoil_rhat","Tsoil_n.eff","S_z","S_z_sd","S_z_rhat","S_z_n.eff","f_R","f_R_sd","f_R_rhat","f_R_n.eff","spre","spre_sd","spre_rhat","spre_n.eff","pore","pore_sd","pore_rhat","pore_n.eff","temp_diff","temp_diff_sd","temp_diff_rhat","temp_diff_n.eff"
"1",-3,287.685359813618,87.8865115392063,1.00363141847029,1200,16.5566005810047,3.6410879285714,1.00549397813141,430,10.5963961733502,2.32173582855922,1.0066730816911,330,0.0677505698932238,0.0625712990102887,1.02068546148352,100,454.858410874743,254.469176534429,1.03975735539299,57,0.475331027336582,0.158624739508724,1.00290513336645,920,16.9704001174966,4.29626937029489,1.00917679891491,470,7690.26741518718,20444.2538741566,1.03167221797009,68,0.197853636314765,0.0558478783813901,1.00835320769207,260,0.604438403886827,0.0613968837901458,1.00552208238832,400,0.489759467080204,0.02616777675485,1.00644834943513,340,1.66933530953807,1.48649143081176,1.00457677572911,490
"2",-2.95,287.099759597737,87.336823070242,1.00374692846774,1200,17.6700567399314,3.5737206741261,1.00530789316206,520,10.5859872610651,2.32704307351396,1.00701072148002,310,0.0677526342040893,0.0625661017719871,1.14632418553804,50,441.680228845639,247.295604712986,1.03813378541194,59,0.465642073664173,0.152049720416278,1.0024477794373,1100,18.1369239567628,4.22573750649825,1.00753390976838,520,6977.73266833229,19571.7158683468,1.02890135947639,77,0.197861899485968,0.0558477217316763,1.00831652499048,260,0.604539666755494,0.0614143453963229,1.00553274446616,400,0.48975789331528,0.0261675446227013,1.00645056987045,340,1.62535784813098,1.48257956386398,1.00695146290174,460
"3",-2.9,285.999732554546,86.406192255789,1.003595830454,1200,16.6335228274192,3.5717826644892,1.00677542401928,450,10.5741784396002,2.34218535816957,1.0076309014279,280,0.0677583556069735,0.0625600130526959,1.14630785922938,50,421.647838617123,239.264145581072,1.03477879833434,64,0.448517958860964,0.142022302306432,1.00210051068407,1300,17.1566367662228,4.1829071034322,1.00492587296489,770,5069.10677133416,16085.6369909643,1.02724120180249,88,0.197886574876066,0.0558433188150968,1.00827486278355,260,0.604728048462174,0.0614420252873458,1.00555184928135,400,0.4897563598453,0.026166630026081,1.00644753078548,340,1.54134502149461,1.48150701711596,1.00687367736754,450
"4",-2.85,284.418793541032,85.1975008095331,1.00346864289644,1200,16.2983729481132,3.5280499009907,1.00741450905128,440,10.5650217262919,2.37049379152677,1.00827797572082,260,0.0677666112858699,0.0625588987058788,1.14628701599841,50,400.058108473965,228.948781859782,1.02957214292603,73,0.42624025381208,0.130746971441603,1.00212883672569,1200,16.9271097859423,4.15741831583986,1.00333673063411,770,3377.10837268566,12043.520118517,1.02074540053812,110,0.197915222828334,0.0558425509304836,1.00822749296822,260,0.604991583547359,0.0614712014544138,1.00558577789735,400,0.48975530752732,0.0261658805344324,1.00644158842862,340,1.42365011217692,1.48748531648836,1.00634216328521,460
"5",-2.8,282.483088601363,83.7662562572864,1.00335817232687,1200,15.2903218189543,3.47351381141147,1.00902833639699,410,10.5554998837377,2.41249460285922,1.00909570658002,230,0.0677762121272023,0.0625539413771746,1.14628046559323,50,372.576094807965,203.020802618463,1.02880186291287,75,0.401827834532314,0.120090434383748,1.00205037555927,1300,15.9987445396435,4.02148193003065,1.00255076072182,1000,1909.27187170168,7388.05509159843,1.01491934631306,160,0.197966884091504,0.0558563127988943,1.00817343987155,260,0.605334607416047,0.0615145448340174,1.00561385690706,390,0.489755140459103,0.0261651434114846,1.0064328898897,340,1.28335276476805,1.50869578050184,1.00614671161353,440
"6",-2.75,280.327539795336,82.167423918698,1.00314845856291,1300,16.3183621325061,3.42816685770195,1.00667164341248,590,10.5463268180834,2.46839765329885,1.00986442035895,220,0.0677865373329072,0.0625509885382176,1.14632390220579,50,347.978978630398,167.346865616586,1.02698557141721,82,0.376796973192731,0.110328191889334,1.00211398630151,1200,17.0821143859778,3.9917008677424,1.00346532054034,1200,1370.77247395109,6093.01600734049,1.00950004506593,250,0.198041221178808,0.0558711339049649,1.00810996060679,260,0.605741309642883,0.0615913664071067,1.00566802312776,390,0.48975427134493,0.0261660207819936,1.00642483319904,340,1.1247049450729,1.54602398045509,1.00613206293732,410
"7",-2.7,277.950331638301,80.3980652312846,1.00280766788092,1400,14.9697631993283,3.34488665646747,1.01074998356987,660,10.5376853029527,2.53595801728378,1.01056514977136,200,0.0678014012698254,0.0625450646389283,1.14630542783857,50,327.642229178634,127.375851332557,1.02115632261964,110,0.351787648412166,0.10145457117826,1.00194066878372,1400,15.792721389656,3.83313617268842,1.00585914805591,1000,838.053114023144,3191.40826572257,1.00576431298992,380,0.198125829162684,0.0558845838892529,1.00804247033629,270,0.606230221253412,0.0617030618577598,1.00571426577771,390,0.489752726733446,0.0261665314214086,1.00641413181386,340,0.953013107919377,1.5967612801637,1.00592104797293,370
"8",-2.65,275.452364781725,78.5965350733724,1.00254134213571,1700,14.7343736553631,3.29952796644398,1.00801383678992,410,10.5334497860163,2.61964001305356,1.01185866671074,180,0.0678204322725839,0.0625387702518375,1.14627583313475,50,315.786127854606,88.9739303302423,1.01528102045963,150,0.328767365726995,0.0938272353898773,1.0017052493001,1700,15.6310972810222,3.73559273871656,1.0045877791251,2100,583.27898275207,1389.82969989766,1.0040001038997,920,0.198224613394272,0.0558998273937186,1.00797565717922,270,0.606792834808893,0.061817613532267,1.00578906867627,380,0.489751574305553,0.0261677657314052,1.00639970790379,340,0.783826857264666,1.66112020351979,1.0062884857857,350
"9",-2.6,272.92939891242,76.5916535972071,1.00254296292995,1800,13.3974642432306,3.22022099921167,1.01135831313806,910,10.5376190358319,2.718191198721,1.01322677123959,170,0.0678433153931932,0.0625324361576316,1.14622393356597,50,317.274063021789,56.7118406781723,1.01043146379045,200,0.307660087350616,0.0870324500561058,1.00137343187166,2300,14.2297496144325,3.62788532078529,1.00153231044183,1900,488.349644494132,246.691748298595,1.00431774698562,560,0.198337616059516,0.0559232815379945,1.00790377072431,270,0.607425892470818,0.0619637675837591,1.00588165325453,370,0.489750317663428,0.0261688046297426,1.00638485063414,340,0.622749227151645,1.74325196122998,1.00669911470628,320
"10",-2.55,270.42807327283,74.4927704876122,1.00256158338877,2100,14.9077805178003,3.04359170011647,1.00671980117674,410,10.5482712658229,2.82666910248268,1.01419324454494,160,0.0678702292636739,0.0625259889928827,1.14616548833469,51,335.175024366658,37.9835533212635,1.00416128806295,1100,0.289840458994817,0.0816754885814897,1.00115173211614,3000,16.0665920254463,3.3611084096485,1.00273951205526,3000,425.458558020271,95.2556468584328,1.00401869338404,720,0.198466229706153,0.0559633318305065,1.00782007880663,280,0.608131715633791,0.0621671724774456,1.00593170503257,370,0.489749181765061,0.0261699830288546,1.00637091901132,340,0.469234479866434,1.83416535469717,1.00723176973588,300
