"","age","pCO2","pCO2_sd","pCO2_rhat","pCO2_n.eff","MAT","MAT_sd","MAT_rhat","MAT_n.eff","PCQ_to","PCQ_to_sd","PCQ_to_rhat","PCQ_to_n.eff","tsc","tsc_sd","tsc_rhat","tsc_n.eff","MAP","MAP_sd","MAP_rhat","MAP_n.eff","PCQ_pf","PCQ_pf_sd","PCQ_pf_rhat","PCQ_pf_n.eff","Tsoil","Tsoil_sd","Tsoil_rhat","Tsoil_n.eff","S_z","S_z_sd","S_z_rhat","S_z_n.eff","f_R","f_R_sd","f_R_rhat","f_R_n.eff","spre","spre_sd","spre_rhat","spre_n.eff","pore","pore_sd","pore_rhat","pore_n.eff","temp_diff","temp_diff_sd","temp_diff_rhat","temp_diff_n.eff"
"1",0.021,258.935948546954,100.618710236688,1.00070407856171,3000,13.7658339793695,4.56078352987666,1.00055344483247,3000,10.924195428682,2.30570542930479,1.00059671006713,3000,0.321919543513842,0.141869588354116,1.00242641984591,2800,399.191605303797,89.8011186774532,1.00264102793267,940,0.42498346231173,0.113318674909245,1.00158113492153,1800,18.1820364903512,5.70482612939134,1.00059312789932,3000,918.51371831445,328.438242289182,1.00112652245424,3000,0.151185630737282,0.058926645018551,1.00496328287416,900,0.570694026882607,0.0688554671893891,1.00164017025114,1800,0.492504333805487,0.0259889255325874,1.00080740630531,3000,3.78593105316539,2.67454986877554,1.00078458748679,3000
"2",0.026,230.324460894813,84.9429822450329,1.00091421663228,3000,12.379845105865,4.26018791426895,1.0008765345663,3000,10.9969540055226,2.29628794624394,1.00145001069125,2100,0.358652250969873,0.127297796558281,1.00174320924639,2600,487.351468713756,85.4294437842726,1.00057737239099,3000,0.399077148776714,0.0961332381868939,1.00070081729639,3000,16.9699704642907,5.08455003762681,1.00184557763558,3000,1117.28933666829,1686.4862306068,1.00074379035751,3000,0.155039600540737,0.0596525298330262,1.00079441853696,3000,0.576819281069058,0.0702860688434915,1.00052254159042,3000,0.493304292964756,0.0258961464204129,1.00110906910688,3000,3.30202163143696,2.46562509784429,1.00089999480131,3000
"3",0.07,245.467445358227,91.5796454693487,1.0006065498263,3000,14.2235928850823,4.23274373052279,1.00075989867271,3000,10.9248087199916,2.31323466036918,1.0005042655813,3000,0.322221399446302,0.137757018559751,1.00197106100269,3000,343.849561399579,89.1166163517846,1.00213000980431,2600,0.410341398927521,0.105356148647197,1.00345472268919,680,18.9628972598335,5.16758315948459,1.0014702486638,3000,775.66787489269,218.819843884761,1.0014358000184,2100,0.154802432725567,0.0593810095687679,1.00068738624594,3000,0.573983429970769,0.0702213636164163,1.0009874278363,3000,0.492265264717988,0.0255826886246266,1.00228113841592,1100,3.59696841043389,2.55062273255285,1.00078814434303,3000
"4",0.136,233.560939179296,86.2581039252654,1.00066444139029,3000,12.9461697608751,4.2349068842654,1.00200660080739,1300,11.1985463873909,2.29515961597915,1.00061773757324,3000,0.348663097152089,0.119778865897169,1.01102204796635,2000,347.451020390187,89.4187137223889,1.00055690975645,3000,0.4139266191285,0.121796596130432,1.00054031681871,3000,18.2786398134347,5.01504223290242,1.00120722562013,2800,1010.11912932569,1207.79738981635,1.00302783344711,3000,0.181629876392298,0.0669988597708219,1.00127220231051,3000,0.578033262374254,0.0696654681235755,1.00344170577089,680,0.490543311745189,0.0253499111518475,1.00059854882436,3000,3.77380140712411,2.61880511363626,1.0043669270461,1500
"5",0.139,219.463703015147,79.0230754280408,1.00168336161651,1700,11.6869026072499,4.14995635680847,1.00140743419325,2200,11.3221538049582,2.29957958327813,1.00071178018675,3000,0.37324934084561,0.107396282780212,1.00426943128898,3000,382.623418164893,89.7584882315938,1.00085660686412,3000,0.416181154478461,0.124389384302283,1.00054987559608,3000,17.1085928172145,4.89758631533745,1.00095907551567,3000,1098.19017418416,1101.56668858476,1.00084888544718,3000,0.186060341177787,0.0697433263785447,1.0009857335147,3000,0.579379791045574,0.0708025837697031,1.00051642732559,3000,0.490183774879318,0.0258079201366819,1.00115723275875,3000,3.33807887946492,2.51583280538699,1.0007680540749,3000
"6",0.143,231.570465010199,83.9500698689361,1.00057409750851,3000,12.3940506448727,4.17100697505605,1.00116085471256,3000,11.0688753683543,2.29966337551856,1.00286765397265,850,0.355562103733218,0.124832570153624,1.00312530802783,3000,406.72956599393,89.8176077668666,1.00171750080434,1600,0.407160009493805,0.108979156060789,1.00059518467073,3000,17.3415224898014,5.04432154442373,1.00743070790558,3000,927.535015904946,926.426448242851,1.00484273372759,3000,0.162612316970186,0.0608422217633085,1.00252357717358,990,0.576766748307792,0.0705485425524742,1.00109785237588,3000,0.492653060424386,0.0261578809384327,1.00079926552533,3000,3.35699800702955,2.48328597405546,1.00084034037562,3000
"7",0.15,246.268833786361,92.8120263162945,1.00068423682386,3000,13.6378471545266,4.30087253990102,1.00133485016152,2400,10.9946077514913,2.31446819756925,1.00056773024723,3000,0.335325634361672,0.132771077018423,1.00455950200084,3000,343.757468434806,89.9979417003834,1.00083665203273,3000,0.417359948665087,0.116914419522101,1.00080058894018,3000,18.5750198202546,5.13930306278519,1.00078252454003,3000,783.71463207408,237.906175458654,1.00065611457203,3000,0.158310374879399,0.0613629319425497,1.00090885201958,3000,0.573021039163557,0.0703067766784622,1.00076618600151,3000,0.49219404544074,0.0256700803186802,1.00122812596641,2700,3.6104725143348,2.64339260114212,1.00071286385861,3000
"8",0.179,256.216825363413,100.585033159023,1.00233896720918,1100,13.974531850618,4.45299435427324,1.0037423101164,620,10.8103662708231,2.32339851563928,1.00070467444609,3000,0.317969494509593,0.143831593919292,1.00447797715515,1600,351.280032865853,91.6184420992618,1.0008374631183,3000,0.425198814771527,0.116933547212747,1.00099458351936,3000,18.4112785326116,5.54526586682696,1.00636540404179,490,728.003705744087,223.991953466685,1.00059633842386,3000,0.142946666332827,0.0576249850630936,1.00233451413233,1600,0.571876679367394,0.0682085509080859,1.00472789928167,480,0.493450079285801,0.0263004989604723,1.00068853653189,3000,3.75200186317615,2.59337854628607,1.00277429595675,3000
"9",0.259,233.858276953423,76.6737444829139,1.00147885915977,2200,13.4912610795937,3.37697101966701,1.00135496153513,2300,11.0603880889532,2.30009341678704,1.00058909393169,3000,0.356876391640014,0.118691225813972,1.00545896018146,1500,365.272709255704,89.8990038563214,1.00107307242251,3000,0.396480974499669,0.0935759904988026,1.00119877788783,2900,18.665193963555,3.46096420298977,1.00136734315716,2300,712.546172067208,190.675475962336,1.00084757744944,3000,0.149687685047586,0.0573999546360767,1.00107322912683,3000,0.576173036999317,0.0672112564551884,1.00204011384529,1300,0.493673061262698,0.025660236640387,1.00099746138131,3000,3.63568381413342,2.53455565965806,1.001664897548,3000
"10",0.28,217.046167676114,62.0605810235096,1.00116379375666,3000,12.8930003760182,3.06902601448635,1.00126532275895,2600,11.1575078527354,2.28510640744526,1.00081209087404,3000,0.375174576865606,0.105772817450745,1.0022864646402,3000,416.544616883164,88.7129033742178,1.00076471772352,3000,0.375324696336184,0.0741140877730244,1.00116669953918,3000,18.1919435781097,3.20282234626182,1.00144480264531,2100,773.943543348752,190.225816335101,1.00065158596563,3000,0.153027975805584,0.0536885404733193,1.00081247986942,3000,0.579958122617429,0.0699307361243914,1.00091789975484,3000,0.4927980493499,0.0257867558909575,1.00056659624383,3000,3.12509840826395,2.33614549823377,1.00050387020154,3000
