"","age","ice_forcing"
"2230",0.351,-3.39
"2231",0.35,-3.42
"2232",0.349,-3.43
"2233",0.348,-3.47
"2234",0.347,-3.51
"2235",0.346,-3.57
"2236",0.345,-3.66
"2237",0.344,-3.74
"2238",0.343,-3.82
"2239",0.342,-3.78
"2240",0.341,-3.64
"2241",0.34,-3.39
"2242",0.339,-3.04
"2243",0.338,-2.65
"2244",0.337,-2.22
"2245",0.336,-1.74
"2246",0.335,-1.22
"2247",0.334,-0.77
"2248",0.333,-0.4
"2249",0.332,-0.17
"2250",0.331,-0.07
"2251",0.33,-0.02
"2252",0.329,0
"2253",0.328,0.01
"2254",0.327,0.01
"2255",0.326,0.01
"2256",0.325,0.01
"2257",0.324,-0.02
"2258",0.323,-0.1
"2259",0.322,-0.3
"2260",0.321,-0.62
"2261",0.32,-0.9
"2262",0.319,-1.16
"2263",0.318,-1.31
"2264",0.317,-1.34
"2265",0.316,-1.37
"2266",0.315,-1.37
"2267",0.314,-1.38
"2268",0.313,-1.39
"2269",0.312,-1.44
"2270",0.311,-1.52
"2271",0.31,-1.69
"2272",0.309,-1.95
"2273",0.308,-2.17
"2274",0.307,-2.33
"2275",0.306,-2.44
"2276",0.305,-2.51
"2277",0.304,-2.54
"2278",0.303,-2.55
"2279",0.302,-2.58
"2280",0.301,-2.64
"2281",0.3,-2.7
"2282",0.299,-2.76
"2283",0.298,-2.81
"2284",0.297,-2.84
"2285",0.296,-2.87
"2286",0.295,-2.87
"2287",0.294,-2.87
"2288",0.293,-2.85
"2289",0.292,-2.77
"2290",0.291,-2.63
"2291",0.29,-2.51
"2292",0.289,-2.42
"2293",0.288,-2.3
"2294",0.287,-2.16
"2295",0.286,-2.09
"2296",0.285,-2.1
"2297",0.284,-2.14
"2298",0.283,-2.24
"2299",0.282,-2.35
"2300",0.281,-2.48
"2301",0.28,-2.61
"2302",0.279,-2.73
"2303",0.278,-2.83
"2304",0.277,-2.93
"2305",0.276,-3.02
"2306",0.275,-3.11
"2307",0.274,-3.18
"2308",0.273,-3.22
"2309",0.272,-3.25
"2310",0.271,-3.28
"2311",0.27,-3.27
"2312",0.269,-3.24
"2313",0.268,-3.22
"2314",0.267,-3.18
"2315",0.266,-3.16
"2316",0.265,-3.15
"2317",0.264,-3.14
"2318",0.263,-3.16
"2319",0.262,-3.19
"2320",0.261,-3.23
"2321",0.26,-3.28
"2322",0.259,-3.31
"2323",0.258,-3.32
"2324",0.257,-3.32
"2325",0.256,-3.31
"2326",0.255,-3.33
"2327",0.254,-3.34
"2328",0.253,-3.36
"2329",0.252,-3.35
"2330",0.251,-3.3
"2331",0.25,-3.23
"2332",0.249,-3.12
"2333",0.248,-2.99
"2334",0.247,-2.86
"2335",0.246,-2.69
"2336",0.245,-2.47
"2337",0.244,-2.06
"2338",0.243,-1.45
"2339",0.242,-1.01
"2340",0.241,-0.72
"2341",0.24,-0.5
"2342",0.239,-0.37
"2343",0.238,-0.37
"2344",0.237,-0.51
"2345",0.236,-0.99
"2346",0.235,-1.82
"2347",0.234,-2.37
"2348",0.233,-2.65
"2349",0.232,-2.83
"2350",0.231,-2.92
"2351",0.23,-3
"2352",0.229,-3.08
"2353",0.228,-3.15
"2354",0.227,-3.2
"2355",0.226,-3.22
"2356",0.225,-3.21
"2357",0.224,-3.2
"2358",0.223,-3.18
"2359",0.222,-3.04
"2360",0.221,-2.79
"2361",0.22,-2.4
"2362",0.219,-1.85
"2363",0.218,-1.4
"2364",0.217,-1.05
"2365",0.216,-0.83
"2366",0.215,-0.73
"2367",0.214,-0.7
"2368",0.213,-0.74
"2369",0.212,-0.75
"2370",0.211,-0.73
"2371",0.21,-0.81
"2372",0.209,-0.97
"2373",0.208,-1.12
"2374",0.207,-1.28
"2375",0.206,-1.35
"2376",0.205,-1.33
"2377",0.204,-1.33
"2378",0.203,-1.34
"2379",0.202,-1.33
"2380",0.201,-1.28
"2381",0.2,-1.24
"2382",0.199,-1.22
"2383",0.198,-1.25
"2384",0.197,-1.32
"2385",0.196,-1.42
"2386",0.195,-1.57
"2387",0.194,-1.81
"2388",0.193,-2.14
"2389",0.192,-2.47
"2390",0.191,-2.78
"2391",0.19,-3.12
"2392",0.189,-3.49
"2393",0.188,-3.76
"2394",0.187,-3.94
"2395",0.186,-4.07
"2396",0.185,-4.13
"2397",0.184,-4.16
"2398",0.183,-4.15
"2399",0.182,-4.09
"2400",0.181,-3.98
"2401",0.18,-3.85
"2402",0.179,-3.74
"2403",0.178,-3.59
"2404",0.177,-3.4
"2405",0.176,-3.25
"2406",0.175,-3.15
"2407",0.174,-3.09
"2408",0.173,-3.07
"2409",0.172,-3.09
"2410",0.171,-3.16
"2411",0.17,-3.22
"2412",0.169,-3.27
"2413",0.168,-3.32
"2414",0.167,-3.38
"2415",0.166,-3.45
"2416",0.165,-3.55
"2417",0.164,-3.63
"2418",0.163,-3.71
"2419",0.162,-3.77
"2420",0.161,-3.81
"2421",0.16,-3.84
"2422",0.159,-3.84
"2423",0.158,-3.82
"2424",0.157,-3.78
"2425",0.156,-3.73
"2426",0.155,-3.66
"2427",0.154,-3.58
"2428",0.153,-3.5
"2429",0.152,-3.48
"2430",0.151,-3.49
"2431",0.15,-3.53
"2432",0.149,-3.59
"2433",0.148,-3.65
"2434",0.147,-3.72
"2435",0.146,-3.78
"2436",0.145,-3.82
"2437",0.144,-3.86
"2438",0.143,-3.87
"2439",0.142,-3.9
"2440",0.141,-3.94
"2441",0.14,-3.97
"2442",0.139,-3.99
"2443",0.138,-4.01
"2444",0.137,-4.01
"2445",0.136,-3.92
"2446",0.135,-3.71
"2447",0.134,-3.38
"2448",0.133,-2.92
"2449",0.132,-2.39
"2450",0.131,-1.77
"2451",0.13,-1.28
"2452",0.129,-0.91
"2453",0.128,-0.57
"2454",0.127,-0.25
"2455",0.126,-0.04
"2456",0.125,0.07
"2457",0.124,0.13
"2458",0.123,0.13
"2459",0.122,0.12
"2460",0.121,0.1
"2461",0.12,0.06
"2462",0.119,-0.01
"2463",0.118,-0.21
"2464",0.117,-0.53
"2465",0.116,-1.07
"2466",0.115,-1.83
"2467",0.114,-2.29
"2468",0.113,-2.47
"2469",0.112,-2.57
"2470",0.111,-2.63
"2471",0.11,-2.65
"2472",0.109,-2.64
"2473",0.108,-2.61
"2474",0.107,-2.55
"2475",0.106,-2.48
"2476",0.105,-2.4
"2477",0.104,-2.33
"2478",0.103,-2.28
"2479",0.102,-2.23
"2480",0.101,-2.19
"2481",0.1,-2.15
"2482",0.099,-2.12
"2483",0.098,-2.07
"2484",0.097,-2.01
"2485",0.096,-1.98
"2486",0.095,-1.96
"2487",0.094,-2
"2488",0.093,-2.09
"2489",0.092,-2.15
"2490",0.091,-2.21
"2491",0.09,-2.26
"2492",0.089,-2.31
"2493",0.088,-2.33
"2494",0.087,-2.34
"2495",0.086,-2.32
"2496",0.085,-2.28
"2497",0.084,-2.18
"2498",0.083,-2.03
"2499",0.082,-1.98
"2500",0.081,-2.02
"2501",0.08,-2.1
"2502",0.079,-2.2
"2503",0.078,-2.27
"2504",0.077,-2.31
"2505",0.076,-2.35
"2506",0.075,-2.38
"2507",0.074,-2.44
"2508",0.073,-2.53
"2509",0.072,-2.64
"2510",0.071,-2.77
"2511",0.07,-2.89
"2512",0.069,-2.98
"2513",0.068,-3.1
"2514",0.067,-3.21
"2515",0.066,-3.29
"2516",0.065,-3.33
"2517",0.064,-3.36
"2518",0.063,-3.37
"2519",0.062,-3.38
"2520",0.061,-3.39
"2521",0.06,-3.36
"2522",0.059,-3.3
"2523",0.058,-3.21
"2524",0.057,-3.06
"2525",0.056,-2.98
"2526",0.055,-2.93
"2527",0.054,-2.91
"2528",0.053,-2.89
"2529",0.052,-2.87
"2530",0.051,-2.87
"2531",0.05,-2.86
"2532",0.049,-2.87
"2533",0.048,-2.87
"2534",0.047,-2.87
"2535",0.046,-2.88
"2536",0.045,-2.9
"2537",0.044,-2.93
"2538",0.043,-2.99
"2539",0.042,-3.04
"2540",0.041,-3.07
"2541",0.04,-3.09
"2542",0.039,-3.1
"2543",0.038,-3.12
"2544",0.037,-3.14
"2545",0.036,-3.18
"2546",0.035,-3.22
"2547",0.034,-3.28
"2548",0.033,-3.34
"2549",0.032,-3.41
"2550",0.031,-3.48
"2551",0.03,-3.55
"2552",0.029,-3.6
"2553",0.028,-3.67
"2554",0.027,-3.71
"2555",0.026,-3.77
"2556",0.025,-3.81
"2557",0.024,-3.88
"2558",0.023,-3.95
"2559",0.022,-4.03
"2560",0.021,-4.11
"2561",0.02,-4.16
"2562",0.019,-4.19
"2563",0.018,-4.11
"2564",0.017,-3.9
"2565",0.016,-3.55
"2566",0.015,-3.06
"2567",0.014,-2.52
"2568",0.013,-1.95
"2569",0.012,-1.44
"2570",0.011,-1.01
"2571",0.01,-0.65
"2572",0.009,-0.38
"2573",0.008,-0.22
"2574",0.007,-0.16
"2575",0.006,-0.13
"2576",0.005,-0.11
"2577",0.004,-0.08
"2578",0.003,-0.05
"2579",0.002,-0.02
"2580",0.001,0
