"","age","ice_forcing"
"1151",1.43,-0.29
"1152",1.429,-0.41
"1153",1.428,-0.58
"1154",1.427,-0.82
"1155",1.426,-1.11
"1156",1.425,-1.44
"1157",1.424,-1.7
"1158",1.423,-1.87
"1159",1.422,-2.01
"1160",1.421,-2.11
"1161",1.42,-2.17
"1162",1.419,-2.19
"1163",1.418,-2.24
"1164",1.417,-2.32
"1165",1.416,-2.46
"1166",1.415,-2.66
"1167",1.414,-2.82
"1168",1.413,-2.95
"1169",1.412,-3
"1170",1.411,-3
"1171",1.41,-2.91
"1172",1.409,-2.72
"1173",1.408,-2.57
"1174",1.407,-2.43
"1175",1.406,-2.25
"1176",1.405,-2.02
"1177",1.404,-1.71
"1178",1.403,-1.35
"1179",1.402,-1.08
"1180",1.401,-0.89
"1181",1.4,-0.74
"1182",1.399,-0.64
"1183",1.398,-0.58
"1184",1.397,-0.57
"1185",1.396,-0.6
"1186",1.395,-0.67
"1187",1.394,-0.75
"1188",1.393,-0.83
"1189",1.392,-0.91
"1190",1.391,-1
"1191",1.39,-1.09
"1192",1.389,-1.18
"1193",1.388,-1.28
"1194",1.387,-1.37
"1195",1.386,-1.45
"1196",1.385,-1.52
"1197",1.384,-1.64
"1198",1.383,-1.8
"1199",1.382,-1.95
"1200",1.381,-2.06
"1201",1.38,-2.16
"1202",1.379,-2.25
"1203",1.378,-2.35
"1204",1.377,-2.46
"1205",1.376,-2.58
"1206",1.375,-2.7
"1207",1.374,-2.77
"1208",1.373,-2.79
"1209",1.372,-2.78
"1210",1.371,-2.75
"1211",1.37,-2.7
"1212",1.369,-2.61
"1213",1.368,-2.54
"1214",1.367,-2.48
"1215",1.366,-2.42
"1216",1.365,-2.36
"1217",1.364,-2.26
"1218",1.363,-2.13
"1219",1.362,-1.87
"1220",1.361,-1.48
"1221",1.36,-1.18
"1222",1.359,-0.95
"1223",1.358,-0.76
"1224",1.357,-0.61
"1225",1.356,-0.5
"1226",1.355,-0.43
"1227",1.354,-0.41
"1228",1.353,-0.43
"1229",1.352,-0.48
"1230",1.351,-0.56
"1231",1.35,-0.74
"1232",1.349,-1
"1233",1.348,-1.33
"1234",1.347,-1.72
"1235",1.346,-2
"1236",1.345,-2.18
"1237",1.344,-2.32
"1238",1.343,-2.42
"1239",1.342,-2.49
"1240",1.341,-2.53
"1241",1.34,-2.57
"1242",1.339,-2.61
"1243",1.338,-2.66
"1244",1.337,-2.7
"1245",1.336,-2.75
"1246",1.335,-2.77
"1247",1.334,-2.75
"1248",1.333,-2.69
"1249",1.332,-2.64
"1250",1.331,-2.59
"1251",1.33,-2.55
"1252",1.329,-2.53
"1253",1.328,-2.49
"1254",1.327,-2.46
"1255",1.326,-2.41
"1256",1.325,-2.35
"1257",1.324,-2.3
"1258",1.323,-2.27
"1259",1.322,-2.24
"1260",1.321,-2.18
"1261",1.32,-2.04
"1262",1.319,-1.84
"1263",1.318,-1.59
"1264",1.317,-1.29
"1265",1.316,-1.1
"1266",1.315,-1.02
"1267",1.314,-0.99
"1268",1.313,-1
"1269",1.312,-1.02
"1270",1.311,-1.05
"1271",1.31,-1.17
"1272",1.309,-1.39
"1273",1.308,-1.66
"1274",1.307,-1.98
"1275",1.306,-2.17
"1276",1.305,-2.23
"1277",1.304,-2.29
"1278",1.303,-2.34
"1279",1.302,-2.4
"1280",1.301,-2.46
"1281",1.3,-2.52
"1282",1.299,-2.59
"1283",1.298,-2.63
"1284",1.297,-2.66
"1285",1.296,-2.65
"1286",1.295,-2.61
"1287",1.294,-2.6
"1288",1.293,-2.61
"1289",1.292,-2.65
"1290",1.291,-2.72
"1291",1.29,-2.74
"1292",1.289,-2.71
"1293",1.288,-2.63
"1294",1.287,-2.47
"1295",1.286,-2.27
"1296",1.285,-2
"1297",1.284,-1.69
"1298",1.283,-1.33
"1299",1.282,-1.07
"1300",1.281,-0.92
"1301",1.28,-0.83
"1302",1.279,-0.82
"1303",1.278,-0.89
"1304",1.277,-1.05
"1305",1.276,-1.26
"1306",1.275,-1.51
"1307",1.274,-1.67
"1308",1.273,-1.72
"1309",1.272,-1.77
"1310",1.271,-1.8
"1311",1.27,-1.83
"1312",1.269,-1.85
"1313",1.268,-1.86
"1314",1.267,-1.86
"1315",1.266,-1.87
"1316",1.265,-1.91
"1317",1.264,-1.94
"1318",1.263,-1.97
"1319",1.262,-2
"1320",1.261,-2.03
"1321",1.26,-2.08
"1322",1.259,-2.14
"1323",1.258,-2.23
"1324",1.257,-2.35
"1325",1.256,-2.48
"1326",1.255,-2.64
"1327",1.254,-2.74
"1328",1.253,-2.8
"1329",1.252,-2.86
"1330",1.251,-2.95
"1331",1.25,-2.97
"1332",1.249,-2.94
"1333",1.248,-2.85
"1334",1.247,-2.69
"1335",1.246,-2.44
"1336",1.245,-2.09
"1337",1.244,-1.63
"1338",1.243,-1.06
"1339",1.242,-0.65
"1340",1.241,-0.4
"1341",1.24,-0.23
"1342",1.239,-0.14
"1343",1.238,-0.1
"1344",1.237,-0.11
"1345",1.236,-0.09
"1346",1.235,-0.06
"1347",1.234,-0.03
"1348",1.233,0
"1349",1.232,-0.02
"1350",1.231,-0.08
"1351",1.23,-0.16
"1352",1.229,-0.24
"1353",1.228,-0.33
"1354",1.227,-0.43
"1355",1.226,-0.6
"1356",1.225,-0.85
"1357",1.224,-1.13
"1358",1.223,-1.46
"1359",1.222,-1.78
"1360",1.221,-2.12
"1361",1.22,-2.27
"1362",1.219,-2.23
"1363",1.218,-2.22
"1364",1.217,-2.23
"1365",1.216,-2.29
"1366",1.215,-2.38
"1367",1.214,-2.48
"1368",1.213,-2.57
"1369",1.212,-2.63
"1370",1.211,-2.66
"1371",1.21,-2.69
"1372",1.209,-2.73
"1373",1.208,-2.77
"1374",1.207,-2.82
"1375",1.206,-2.86
"1376",1.205,-2.89
"1377",1.204,-2.93
"1378",1.203,-2.98
"1379",1.202,-3.03
"1380",1.201,-3.09
"1381",1.2,-3.12
"1382",1.199,-3.15
"1383",1.198,-3.13
"1384",1.197,-3.1
"1385",1.196,-3.01
"1386",1.195,-2.88
"1387",1.194,-2.76
"1388",1.193,-2.66
"1389",1.192,-2.55
"1390",1.191,-2.43
"1391",1.19,-2.21
"1392",1.189,-1.88
"1393",1.188,-1.59
"1394",1.187,-1.32
"1395",1.186,-1.17
"1396",1.185,-1.13
"1397",1.184,-1.14
"1398",1.183,-1.2
"1399",1.182,-1.25
"1400",1.181,-1.28
"1401",1.18,-1.33
"1402",1.179,-1.41
"1403",1.178,-1.51
"1404",1.177,-1.62
"1405",1.176,-1.68
"1406",1.175,-1.7
"1407",1.174,-1.67
"1408",1.173,-1.6
"1409",1.172,-1.51
"1410",1.171,-1.42
"1411",1.17,-1.26
"1412",1.169,-1.04
"1413",1.168,-0.9
"1414",1.167,-0.84
"1415",1.166,-0.81
"1416",1.165,-0.81
"1417",1.164,-0.83
"1418",1.163,-0.86
"1419",1.162,-0.9
"1420",1.161,-0.96
"1421",1.16,-1.02
"1422",1.159,-1.07
"1423",1.158,-1.15
"1424",1.157,-1.25
"1425",1.156,-1.33
"1426",1.155,-1.39
"1427",1.154,-1.43
"1428",1.153,-1.47
"1429",1.152,-1.51
"1430",1.151,-1.56
"1431",1.15,-1.61
"1432",1.149,-1.66
"1433",1.148,-1.71
"1434",1.147,-1.75
"1435",1.146,-1.79
"1436",1.145,-1.82
"1437",1.144,-1.89
"1438",1.143,-1.98
"1439",1.142,-2.08
"1440",1.141,-2.17
"1441",1.14,-2.25
"1442",1.139,-2.32
"1443",1.138,-2.41
"1444",1.137,-2.52
"1445",1.136,-2.6
"1446",1.135,-2.65
"1447",1.134,-2.68
"1448",1.133,-2.7
"1449",1.132,-2.75
"1450",1.131,-2.81
"1451",1.13,-2.9
"1452",1.129,-3.01
"1453",1.128,-3.09
"1454",1.127,-3.15
"1455",1.126,-3.18
"1456",1.125,-3.21
"1457",1.124,-3.18
"1458",1.123,-3.11
"1459",1.122,-2.99
"1460",1.121,-2.83
"1461",1.12,-2.7
"1462",1.119,-2.6
"1463",1.118,-2.53
"1464",1.117,-2.47
"1465",1.116,-2.42
"1466",1.115,-2.38
"1467",1.114,-2.3
"1468",1.113,-2.17
"1469",1.112,-2.04
"1470",1.111,-1.92
"1471",1.11,-1.85
"1472",1.109,-1.85
"1473",1.108,-1.86
"1474",1.107,-1.87
"1475",1.106,-1.96
"1476",1.105,-2.12
"1477",1.104,-2.24
"1478",1.103,-2.31
"1479",1.102,-2.39
"1480",1.101,-2.47
"1481",1.1,-2.53
"1482",1.099,-2.55
"1483",1.098,-2.55
"1484",1.097,-2.52
"1485",1.096,-2.46
"1486",1.095,-2.39
"1487",1.094,-2.34
"1488",1.093,-2.3
"1489",1.092,-2.29
"1490",1.091,-2.29
"1491",1.09,-2.28
"1492",1.089,-2.25
"1493",1.088,-2.18
"1494",1.087,-2.06
"1495",1.086,-1.96
"1496",1.085,-1.88
"1497",1.084,-1.8
"1498",1.083,-1.72
"1499",1.082,-1.63
"1500",1.081,-1.54
"1501",1.08,-1.39
"1502",1.079,-1.19
"1503",1.078,-0.99
"1504",1.077,-0.78
"1505",1.076,-0.6
"1506",1.075,-0.43
"1507",1.074,-0.28
"1508",1.073,-0.14
"1509",1.072,-0.06
"1510",1.071,-0.02
"1511",1.07,-0.02
"1512",1.069,-0.04
"1513",1.068,-0.09
"1514",1.067,-0.18
"1515",1.066,-0.48
"1516",1.065,-0.98
"1517",1.064,-1.52
"1518",1.063,-2.1
"1519",1.062,-2.44
"1520",1.061,-2.57
"1521",1.06,-2.72
"1522",1.059,-2.86
"1523",1.058,-2.98
"1524",1.057,-3.06
"1525",1.056,-3.1
"1526",1.055,-3.1
"1527",1.054,-3.09
"1528",1.053,-3.09
"1529",1.052,-3.08
"1530",1.051,-3.04
"1531",1.05,-3.02
"1532",1.049,-3
"1533",1.048,-3.01
"1534",1.047,-3.06
"1535",1.046,-3.1
"1536",1.045,-3.12
"1537",1.044,-3.13
"1538",1.043,-3.13
"1539",1.042,-3.15
"1540",1.041,-3.17
"1541",1.04,-3.2
"1542",1.039,-3.26
"1543",1.038,-3.28
"1544",1.037,-3.28
"1545",1.036,-3.2
"1546",1.035,-3.05
"1547",1.034,-2.89
"1548",1.033,-2.71
"1549",1.032,-2.55
"1550",1.031,-2.41
"1551",1.03,-2.16
"1552",1.029,-1.81
"1553",1.028,-1.58
"1554",1.027,-1.49
"1555",1.026,-1.39
"1556",1.025,-1.27
"1557",1.024,-1.19
"1558",1.023,-1.12
"1559",1.022,-1.13
"1560",1.021,-1.23
"1561",1.02,-1.36
"1562",1.019,-1.52
"1563",1.018,-1.66
"1564",1.017,-1.77
"1565",1.016,-1.93
"1566",1.015,-2.12
"1567",1.014,-2.29
"1568",1.013,-2.43
"1569",1.012,-2.54
"1570",1.011,-2.61
"1571",1.01,-2.66
"1572",1.009,-2.7
"1573",1.008,-2.75
"1574",1.007,-2.79
"1575",1.006,-2.81
"1576",1.005,-2.8
"1577",1.004,-2.74
"1578",1.003,-2.65
"1579",1.002,-2.55
"1580",1.001,-2.44
"1581",1,-2.29
"1582",0.999,-2.09
"1583",0.998,-1.99
"1584",0.997,-1.99
"1585",0.996,-2.02
"1586",0.995,-2.09
"1587",0.994,-2.17
"1588",0.993,-2.25
"1589",0.992,-2.31
"1590",0.991,-2.35
"1591",0.99,-2.4
"1592",0.989,-2.48
"1593",0.988,-2.53
"1594",0.987,-2.59
"1595",0.986,-2.61
"1596",0.985,-2.62
"1597",0.984,-2.56
"1598",0.983,-2.43
"1599",0.982,-2.25
"1600",0.981,-2.02
"1601",0.98,-1.77
"1602",0.979,-1.51
"1603",0.978,-1.34
"1604",0.977,-1.28
"1605",0.976,-1.45
"1606",0.975,-1.84
"1607",0.974,-2.1
"1608",0.973,-2.24
"1609",0.972,-2.37
"1610",0.971,-2.48
"1611",0.97,-2.57
"1612",0.969,-2.66
"1613",0.968,-2.78
"1614",0.967,-2.96
"1615",0.966,-3.17
"1616",0.965,-3.42
"1617",0.964,-3.55
"1618",0.963,-3.55
"1619",0.962,-3.38
"1620",0.961,-3.04
"1621",0.96,-2.59
"1622",0.959,-2.02
"1623",0.958,-1.42
"1624",0.957,-0.79
"1625",0.956,-0.41
"1626",0.955,-0.26
"1627",0.954,-0.16
"1628",0.953,-0.12
"1629",0.952,-0.1
"1630",0.951,-0.11
"1631",0.95,-0.13
"1632",0.949,-0.17
"1633",0.948,-0.22
"1634",0.947,-0.26
"1635",0.946,-0.38
"1636",0.945,-0.59
"1637",0.944,-0.82
"1638",0.943,-1.05
"1639",0.942,-1.29
"1640",0.941,-1.52
"1641",0.94,-1.68
"1642",0.939,-1.77
"1643",0.938,-1.84
"1644",0.937,-1.88
"1645",0.936,-1.96
"1646",0.935,-2.06
"1647",0.934,-2.21
"1648",0.933,-2.4
"1649",0.932,-2.57
"1650",0.931,-2.7
"1651",0.93,-2.82
"1652",0.929,-2.9
"1653",0.928,-3.02
"1654",0.927,-3.18
"1655",0.926,-3.33
"1656",0.925,-3.47
"1657",0.924,-3.59
"1658",0.923,-3.7
"1659",0.922,-3.75
"1660",0.921,-3.78
"1661",0.92,-3.71
"1662",0.919,-3.54
"1663",0.918,-3.31
"1664",0.917,-3
"1665",0.916,-2.76
"1666",0.915,-2.6
"1667",0.914,-2.48
"1668",0.913,-2.42
"1669",0.912,-2.37
"1670",0.911,-2.32
"1671",0.91,-2.28
"1672",0.909,-2.22
"1673",0.908,-2.2
"1674",0.907,-2.23
"1675",0.906,-2.26
"1676",0.905,-2.29
"1677",0.904,-2.35
"1678",0.903,-2.42
"1679",0.902,-2.52
"1680",0.901,-2.65
"1681",0.9,-2.76
"1682",0.899,-2.85
"1683",0.898,-2.92
"1684",0.897,-2.99
"1685",0.896,-3.06
"1686",0.895,-3.13
"1687",0.894,-3.16
"1688",0.893,-3.17
"1689",0.892,-3.17
"1690",0.891,-3.15
"1691",0.89,-3.13
"1692",0.889,-3.11
"1693",0.888,-3.11
"1694",0.887,-3.11
"1695",0.886,-3.13
"1696",0.885,-3.14
"1697",0.884,-3.16
"1698",0.883,-3.21
"1699",0.882,-3.27
"1700",0.881,-3.37
"1701",0.88,-3.44
"1702",0.879,-3.5
"1703",0.878,-3.55
"1704",0.877,-3.59
"1705",0.876,-3.62
"1706",0.875,-3.65
"1707",0.874,-3.65
"1708",0.873,-3.64
"1709",0.872,-3.56
"1710",0.871,-3.41
"1711",0.87,-3.21
"1712",0.869,-2.99
"1713",0.868,-2.71
"1714",0.867,-2.4
"1715",0.866,-1.98
"1716",0.865,-1.46
"1717",0.864,-1.09
"1718",0.863,-0.84
"1719",0.862,-0.66
"1720",0.861,-0.54
"1721",0.86,-0.45
"1722",0.859,-0.4
"1723",0.858,-0.38
"1724",0.857,-0.39
"1725",0.856,-0.44
"1726",0.855,-0.51
"1727",0.854,-0.6
"1728",0.853,-0.7
"1729",0.852,-0.77
"1730",0.851,-0.82
"1731",0.85,-0.82
"1732",0.849,-0.79
"1733",0.848,-0.78
"1734",0.847,-0.78
"1735",0.846,-0.79
"1736",0.845,-0.83
"1737",0.844,-0.97
"1738",0.843,-1.2
"1739",0.842,-1.5
"1740",0.841,-1.86
"1741",0.84,-2.12
"1742",0.839,-2.3
"1743",0.838,-2.38
"1744",0.837,-2.35
"1745",0.836,-2.34
"1746",0.835,-2.34
"1747",0.834,-2.36
"1748",0.833,-2.4
"1749",0.832,-2.42
"1750",0.831,-2.41
"1751",0.83,-2.39
"1752",0.829,-2.36
"1753",0.828,-2.35
"1754",0.827,-2.34
"1755",0.826,-2.32
"1756",0.825,-2.29
"1757",0.824,-2.27
"1758",0.823,-2.25
"1759",0.822,-2.23
"1760",0.821,-2.19
"1761",0.82,-2.19
"1762",0.819,-2.23
"1763",0.818,-2.26
"1764",0.817,-2.3
"1765",0.816,-2.36
"1766",0.815,-2.46
"1767",0.814,-2.55
"1768",0.813,-2.63
"1769",0.812,-2.7
"1770",0.811,-2.77
"1771",0.81,-2.86
"1772",0.809,-2.96
"1773",0.808,-3.07
"1774",0.807,-3.17
"1775",0.806,-3.28
"1776",0.805,-3.4
"1777",0.804,-3.52
"1778",0.803,-3.65
"1779",0.802,-3.75
"1780",0.801,-3.84
"1781",0.8,-3.89
"1782",0.799,-3.91
"1783",0.798,-3.91
"1784",0.797,-3.91
"1785",0.796,-3.86
"1786",0.795,-3.75
"1787",0.794,-3.54
"1788",0.793,-3.2
"1789",0.792,-2.89
"1790",0.791,-2.58
"1791",0.79,-2.19
"1792",0.789,-1.71
"1793",0.788,-1.35
"1794",0.787,-1.11
"1795",0.786,-0.93
"1796",0.785,-0.79
"1797",0.784,-0.71
"1798",0.783,-0.68
"1799",0.782,-0.66
"1800",0.781,-0.66
"1801",0.78,-0.67
"1802",0.779,-0.7
"1803",0.778,-0.77
"1804",0.777,-0.89
"1805",0.776,-1.07
"1806",0.775,-1.32
"1807",0.774,-1.56
"1808",0.773,-1.77
"1809",0.772,-1.91
"1810",0.771,-2
"1811",0.77,-2.11
"1812",0.769,-2.23
"1813",0.768,-2.36
"1814",0.767,-2.51
"1815",0.766,-2.63
"1816",0.765,-2.74
"1817",0.764,-2.82
"1818",0.763,-2.88
"1819",0.762,-2.94
"1820",0.761,-3
"1821",0.76,-3.07
"1822",0.759,-3.17
"1823",0.758,-3.27
"1824",0.757,-3.39
"1825",0.756,-3.49
"1826",0.755,-3.57
"1827",0.754,-3.63
"1828",0.753,-3.67
"1829",0.752,-3.67
"1830",0.751,-3.66
"1831",0.75,-3.67
"1832",0.749,-3.7
"1833",0.748,-3.71
"1834",0.747,-3.7
"1835",0.746,-3.61
"1836",0.745,-3.44
"1837",0.744,-3.23
"1838",0.743,-2.99
"1839",0.742,-2.8
"1840",0.741,-2.65
"1841",0.74,-2.55
"1842",0.739,-2.51
"1843",0.738,-2.46
"1844",0.737,-2.41
"1845",0.736,-2.36
"1846",0.735,-2.32
"1847",0.734,-2.3
"1848",0.733,-2.31
"1849",0.732,-2.33
"1850",0.731,-2.37
"1851",0.73,-2.44
"1852",0.729,-2.56
"1853",0.728,-2.65
"1854",0.727,-2.75
"1855",0.726,-2.86
"1856",0.725,-2.99
"1857",0.724,-3.16
"1858",0.723,-3.36
"1859",0.722,-3.55
"1860",0.721,-3.71
"1861",0.72,-3.83
"1862",0.719,-3.91
"1863",0.718,-3.91
"1864",0.717,-3.83
"1865",0.716,-3.6
"1866",0.715,-3.2
"1867",0.714,-2.89
"1868",0.713,-2.65
"1869",0.712,-2.48
"1870",0.711,-2.36
"1871",0.71,-2.31
"1872",0.709,-2.32
"1873",0.708,-2.28
"1874",0.707,-2.21
"1875",0.706,-2.1
"1876",0.705,-1.96
"1877",0.704,-1.85
"1878",0.703,-1.76
"1879",0.702,-1.65
"1880",0.701,-1.52
"1881",0.7,-1.39
"1882",0.699,-1.25
"1883",0.698,-1.1
"1884",0.697,-0.93
"1885",0.696,-0.85
"1886",0.695,-0.85
"1887",0.694,-0.85
"1888",0.693,-0.85
"1889",0.692,-0.89
"1890",0.691,-0.98
"1891",0.69,-1.24
"1892",0.689,-1.68
"1893",0.688,-2.1
"1894",0.687,-2.48
"1895",0.686,-2.69
"1896",0.685,-2.73
"1897",0.684,-2.78
"1898",0.683,-2.82
"1899",0.682,-2.87
"1900",0.681,-2.93
"1901",0.68,-2.99
"1902",0.679,-3.06
"1903",0.678,-3.12
"1904",0.677,-3.18
"1905",0.676,-3.22
"1906",0.675,-3.27
"1907",0.674,-3.3
"1908",0.673,-3.35
"1909",0.672,-3.38
"1910",0.671,-3.4
"1911",0.67,-3.43
"1912",0.669,-3.47
"1913",0.668,-3.53
"1914",0.667,-3.58
"1915",0.666,-3.62
"1916",0.665,-3.67
"1917",0.664,-3.7
"1918",0.663,-3.74
"1919",0.662,-3.76
"1920",0.661,-3.78
"1921",0.66,-3.77
"1922",0.659,-3.71
"1923",0.658,-3.66
"1924",0.657,-3.61
"1925",0.656,-3.6
"1926",0.655,-3.62
"1927",0.654,-3.63
"1928",0.653,-3.65
"1929",0.652,-3.67
"1930",0.651,-3.68
"1931",0.65,-3.68
"1932",0.649,-3.67
"1933",0.648,-3.66
"1934",0.647,-3.64
"1935",0.646,-3.61
"1936",0.645,-3.6
"1937",0.644,-3.62
"1938",0.643,-3.68
"1939",0.642,-3.75
"1940",0.641,-3.83
"1941",0.64,-3.9
"1942",0.639,-3.96
"1943",0.638,-4.02
"1944",0.637,-4.06
"1945",0.636,-4.11
"1946",0.635,-4.16
"1947",0.634,-4.21
"1948",0.633,-4.26
"1949",0.632,-4.31
"1950",0.631,-4.35
"1951",0.63,-4.36
"1952",0.629,-4.33
"1953",0.628,-4.25
"1954",0.627,-4.1
"1955",0.626,-3.82
"1956",0.625,-3.44
"1957",0.624,-3.13
"1958",0.623,-2.9
"1959",0.622,-2.62
"1960",0.621,-2.29
"1961",0.62,-2
"1962",0.619,-1.74
"1963",0.618,-1.47
"1964",0.617,-1.21
"1965",0.616,-1.03
"1966",0.615,-0.93
"1967",0.614,-0.85
"1968",0.613,-0.77
"1969",0.612,-0.74
"1970",0.611,-0.73
"1971",0.61,-0.88
"1972",0.609,-1.17
"1973",0.608,-1.44
"1974",0.607,-1.72
"1975",0.606,-1.84
"1976",0.605,-1.84
"1977",0.604,-1.86
"1978",0.603,-1.93
"1979",0.602,-1.99
"1980",0.601,-2.05
"1981",0.6,-2.08
"1982",0.599,-2.09
"1983",0.598,-2.1
"1984",0.597,-2.12
"1985",0.596,-2.15
"1986",0.595,-2.2
"1987",0.594,-2.25
"1988",0.593,-2.31
"1989",0.592,-2.35
"1990",0.591,-2.4
"1991",0.59,-2.44
"1992",0.589,-2.46
"1993",0.588,-2.52
"1994",0.587,-2.61
"1995",0.586,-2.68
"1996",0.585,-2.75
"1997",0.584,-2.75
"1998",0.583,-2.72
"1999",0.582,-2.49
"2000",0.581,-2.06
"2001",0.58,-1.57
"2002",0.579,-1.02
"2003",0.578,-0.65
"2004",0.577,-0.46
"2005",0.576,-0.38
"2006",0.575,-0.4
"2007",0.574,-0.5
"2008",0.573,-0.68
"2009",0.572,-1.09
"2010",0.571,-1.73
"2011",0.57,-2.08
"2012",0.569,-2.16
"2013",0.568,-2.2
"2014",0.567,-2.22
"2015",0.566,-2.25
"2016",0.565,-2.31
"2017",0.564,-2.41
"2018",0.563,-2.54
"2019",0.562,-2.61
"2020",0.561,-2.63
"2021",0.56,-2.66
"2022",0.559,-2.71
"2023",0.558,-2.77
"2024",0.557,-2.85
"2025",0.556,-2.93
"2026",0.555,-3
"2027",0.554,-3.1
"2028",0.553,-3.19
"2029",0.552,-3.28
"2030",0.551,-3.36
"2031",0.55,-3.43
"2032",0.549,-3.48
"2033",0.548,-3.51
"2034",0.547,-3.51
"2035",0.546,-3.5
"2036",0.545,-3.45
"2037",0.544,-3.4
"2038",0.543,-3.34
"2039",0.542,-3.28
"2040",0.541,-3.26
"2041",0.54,-3.23
"2042",0.539,-3.21
"2043",0.538,-3.17
"2044",0.537,-3.13
"2045",0.536,-3.02
"2046",0.535,-2.83
"2047",0.534,-2.65
"2048",0.533,-2.5
"2049",0.532,-2.35
"2050",0.531,-2.2
"2051",0.53,-2.03
"2052",0.529,-1.84
"2053",0.528,-1.73
"2054",0.527,-1.7
"2055",0.526,-1.69
"2056",0.525,-1.71
"2057",0.524,-1.78
"2058",0.523,-1.89
"2059",0.522,-2.02
"2060",0.521,-2.17
"2061",0.52,-2.27
"2062",0.519,-2.31
"2063",0.518,-2.34
"2064",0.517,-2.38
"2065",0.516,-2.42
"2066",0.515,-2.48
"2067",0.514,-2.52
"2068",0.513,-2.54
"2069",0.512,-2.52
"2070",0.511,-2.47
"2071",0.51,-2.43
"2072",0.509,-2.38
"2073",0.508,-2.33
"2074",0.507,-2.3
"2075",0.506,-2.2
"2076",0.505,-2.03
"2077",0.504,-1.91
"2078",0.503,-1.85
"2079",0.502,-1.8
"2080",0.501,-1.79
"2081",0.5,-1.76
"2082",0.499,-1.72
"2083",0.498,-1.69
"2084",0.497,-1.67
"2085",0.496,-1.64
"2086",0.495,-1.6
"2087",0.494,-1.52
"2088",0.493,-1.42
"2089",0.492,-1.32
"2090",0.491,-1.23
"2091",0.49,-1.14
"2092",0.489,-1.07
"2093",0.488,-1.06
"2094",0.487,-1.11
"2095",0.486,-1.17
"2096",0.485,-1.25
"2097",0.484,-1.44
"2098",0.483,-1.73
"2099",0.482,-2.08
"2100",0.481,-2.46
"2101",0.48,-2.7
"2102",0.479,-2.79
"2103",0.478,-2.88
"2104",0.477,-2.99
"2105",0.476,-3.1
"2106",0.475,-3.21
"2107",0.474,-3.26
"2108",0.473,-3.27
"2109",0.472,-3.28
"2110",0.471,-3.28
"2111",0.47,-3.27
"2112",0.469,-3.25
"2113",0.468,-3.24
"2114",0.467,-3.24
"2115",0.466,-3.27
"2116",0.465,-3.31
"2117",0.464,-3.34
"2118",0.463,-3.38
"2119",0.462,-3.42
"2120",0.461,-3.46
"2121",0.46,-3.5
"2122",0.459,-3.53
"2123",0.458,-3.55
"2124",0.457,-3.54
"2125",0.456,-3.53
"2126",0.455,-3.51
"2127",0.454,-3.51
"2128",0.453,-3.51
"2129",0.452,-3.54
"2130",0.451,-3.58
"2131",0.45,-3.59
"2132",0.449,-3.59
"2133",0.448,-3.6
"2134",0.447,-3.64
"2135",0.446,-3.7
"2136",0.445,-3.79
"2137",0.444,-3.88
"2138",0.443,-3.97
"2139",0.442,-4.04
"2140",0.441,-4.07
"2141",0.44,-4.09
"2142",0.439,-4.1
"2143",0.438,-4.13
"2144",0.437,-4.18
"2145",0.436,-4.25
"2146",0.435,-4.33
"2147",0.434,-4.4
"2148",0.433,-4.45
"2149",0.432,-4.45
"2150",0.431,-4.4
"2151",0.43,-4.14
"2152",0.429,-3.69
"2153",0.428,-3.33
"2154",0.427,-3.07
"2155",0.426,-2.85
"2156",0.425,-2.66
"2157",0.424,-2.49
"2158",0.423,-2.35
"2159",0.422,-2.18
"2160",0.421,-2
"2161",0.42,-1.82
"2162",0.419,-1.66
"2163",0.418,-1.41
"2164",0.417,-1.09
"2165",0.416,-0.8
"2166",0.415,-0.56
"2167",0.414,-0.38
"2168",0.413,-0.26
"2169",0.412,-0.16
"2170",0.411,-0.07
"2171",0.41,-0.01
"2172",0.409,0.04
"2173",0.408,0.07
"2174",0.407,0.09
"2175",0.406,0.11
"2176",0.405,0.14
"2177",0.404,0.15
"2178",0.403,0.15
"2179",0.402,0.13
"2180",0.401,0.08
"2181",0.4,-0.03
"2182",0.399,-0.2
"2183",0.398,-0.56
"2184",0.397,-1.11
"2185",0.396,-1.57
"2186",0.395,-1.96
"2187",0.394,-2.19
"2188",0.393,-2.26
"2189",0.392,-2.31
"2190",0.391,-2.32
"2191",0.39,-2.33
"2192",0.389,-2.34
"2193",0.388,-2.37
"2194",0.387,-2.41
"2195",0.386,-2.46
"2196",0.385,-2.5
"2197",0.384,-2.55
"2198",0.383,-2.58
"2199",0.382,-2.6
"2200",0.381,-2.63
"2201",0.38,-2.65
"2202",0.379,-2.69
"2203",0.378,-2.71
"2204",0.377,-2.72
"2205",0.376,-2.74
"2206",0.375,-2.79
"2207",0.374,-2.83
"2208",0.373,-2.87
"2209",0.372,-2.91
"2210",0.371,-2.95
"2211",0.37,-2.98
"2212",0.369,-3.01
"2213",0.368,-3.05
"2214",0.367,-3.07
"2215",0.366,-3.12
"2216",0.365,-3.16
"2217",0.364,-3.21
"2218",0.363,-3.25
"2219",0.362,-3.28
"2220",0.361,-3.31
"2221",0.36,-3.32
"2222",0.359,-3.33
"2223",0.358,-3.32
"2224",0.357,-3.32
"2225",0.356,-3.3
"2226",0.355,-3.27
"2227",0.354,-3.27
"2228",0.353,-3.31
"2229",0.352,-3.34
