age,co2
4.982164923999994e-5,294.22072160003313
5.1057595010000115e-5,297.0473645165553
5.134283968999988e-5,295.2814574829282
5.624367503999997e-5,293.80883068272027
5.6341178939999965e-5,293.16654166689625
5.6939699999999905e-5,295.3164626735822
5.7121604489999984e-5,294.8594308441452
5.76094814600001e-5,295.17192926023625
6.01310578099999e-5,290.9175394046256
6.0992519469999935e-5,292.3423879392772
6.260553327000002e-5,294.34178746728605
6.439987096999994e-5,288.1157636999787
6.582009999999992e-5,289.2265988139854
6.62085275699999e-5,289.7624132149648
6.707764627999996e-5,292.46393479402104
7.004941602000009e-5,287.7707291897673
7.309478323000008e-5,289.3281310647417
7.62620196800001e-5,291.5581974658393
7.717362217000005e-5,286.6550967370638
7.995531419999996e-5,286.32578146070443
8.03438782799999e-5,287.9864944292303
8.158508690999997e-5,289.53614491302415
8.226960000000008e-5,287.9922513016967
8.325611204999995e-5,285.05229227816864
8.587161822999997e-5,286.65415816058197
8.702144425999996e-5,285.3533187571561
8.816551931000004e-5,287.17456217295097
9.115595858000006e-5,286.6330756116753
9.33796722699999e-5,283.16210074754474
9.528161881999995e-5,285.56557722684016
9.629172496e-5,288.05443747992655
9.889435269e-5,285.4658308627274
9.917300000000001e-5,288.7903954001126
9.973761839999997e-5,284.00163402345765
1.0267820000000006e-4,286.839237474432
1.0409510939000007e-4,283.6198856894272
1.0534534607000001e-4,283.1828720355646
1.0553888998000002e-4,283.5311237194569
1.0670678711000004e-4,281.58148260537183
1.0917184283000006e-4,283.6545457229947
1.132998e-4,284.151983964357
1.1682279999999992e-4,283.82039231033946
1.1712622381999996e-4,285.0861666968484
1.2307770000000002e-4,285.90893992625405
1.2525500000000011e-4,281.3603652847592
1.3634030000000006e-4,284.43128758236145
1.506636000000001e-4,282.7995518984052
1.5352849999999987e-4,280.40443666000317
1.5405649999999992e-4,282.3047106620081
1.5590349999999986e-4,281.61711795078935
1.697001e-4,273.07371696468044
1.705109e-4,280.23629818436876
1.7654449999999998e-4,277.8559524780317
1.863032000000001e-4,276.3961020284933
1.871217999999999e-4,277.15568662096365
1.9787059999999996e-4,278.00200109884094
1.980684000000001e-4,276.4573287163011
2.0088010000000008e-4,277.6000738939942
2.087428e-4,276.8090000432731
2.1612799999999992e-4,278.3109424912346
2.2699260000000004e-4,277.01330979867544
2.2713560000000007e-4,278.27011023020174
2.5593360000000006e-4,277.35805088594464
2.602585999999999e-4,276.3246167739362
2.6810570000000006e-4,276.6596678045921
3.0090309999999997e-4,278.0152295252318
3.1018550000000005e-4,276.6872122505445
3.214006999999999e-4,273.78076231204557
3.4053919999999996e-4,271.10903046702873
3.465814e-4,275.066577843599
3.590093999999999e-4,279.3568610690018
3.6182330000000004e-4,281.10892823134105
3.7698710000000005e-4,282.5698274885973
3.901370999999999e-4,281.82904146165555
4.0035250000000004e-4,283.5296825674026
4.203243e-4,283.94789036843633
4.484713999999999e-4,283.1247803916497
4.8060320000000003e-4,280.3125047226672
5.008362e-4,282.22658040584827
5.211956e-4,279.7256958832981
5.391394e-4,279.6965499485699
5.596678999999999e-4,280.9115788303861
6.011501000000001e-4,278.3621212274177
6.198800000000001e-4,284.0676432722511
6.425528e-4,281.5784089788515
6.718032000000001e-4,278.4312489162189
6.904929e-4,282.199286054067
6.987306e-4,282.41311047504325
7.390449999999999e-4,283.68828915610504
7.501885999999999e-4,284.54004420226613
7.840184000000001e-4,283.9659747066713
8.037131000000001e-4,284.510584449478
8.343911e-4,282.8416314024614
8.505902000000001e-4,283.0944582572788
8.797973e-4,282.8444160166049
9.008229400000001e-4,280.9667443357615
9.0992083e-4,280.9161701585891
9.3072784e-4,280.06452973881244
9.3242209e-4,279.7987034131486
9.673458299999999e-4,278.7402401551619
9.9234736e-4,277.4071684030988
0.00103587184,280.10552589040225
0.0010745898,279.42044060983585
0.00112767222,278.62300321449914
0.00115689504,279.72469920818
0.00118770454,279.29371083930937
0.0012195665,279.9902637416671
0.00124875007,277.098940914164
0.00128082364,278.45496800258206
0.00131300077,279.58805021854124
0.0013354754400000002,277.86971612986054
0.00136759231,276.19603745957005
0.0013925316700000002,278.4608975547629
0.00139837838,276.5590465243607
0.00143204389,276.78951906858396
0.00146186806,277.1056915049757
0.00151306166,279.9999146746923
0.00154363545,279.12520908544417
0.00156577312,277.24691789826335
0.00159266644,277.79537780888165
0.00163245421,281.692138914424
0.00165439543,280.9089598541969
0.00167555608,280.2444922059889
0.0016839046899999998,278.31439989271746
0.0017093986,280.24908719030117
0.00177546638,277.55589209790946
0.0017964692399999999,278.0719954240161
0.001814,278.1
0.001846,277.5
0.001894,277.4
0.00192,277.9
0.001949,276.7
0.00199970909090909,278
0.0020933590909090914,276.9
0.0022342352727272724,276.7
0.0022655493333333335,276.7
0.0024143166666666664,277.6
0.0025261249696969697,277.9
0.002628015757575757,273.9
0.0027084754545454548,278.9
0.002801760666666666,275.3
0.0029045469090909085,274.7
0.002948816303030303,276.3
0.003056604242424242,274.6
0.0032557281818181814,276.3
0.003283661575757576,273.1
0.003431119272727273,274
0.0035282878787878786,275
0.003644462727272728,273.4
0.0036934076969696965,273
0.003806856969696969,271.5
0.0038561663636363644,275.4
0.003968950606060605,274.9
0.004108666727272728,271.7
0.0042058423636363645,271.6
0.004275076666666667,272.8
0.004342822424242424,271.5
0.004494362424242425,271.1
0.004592819272727273,269.1
0.004647462909090909,269.8
0.004773001515151515,271.5
0.004921201818181818,270.7
0.004981579878787878,269.3
0.005086789939393939,268.6
0.005218566181818183,269.8
0.005311175757575758,267.6
0.005357548545454545,265.3
0.005533289575757576,265.2
0.005581297333333333,267.6
0.005757606363636363,265.9
0.005852259636363636,265.5
0.005934091454545454,260.7
0.005999376060606061,266.7
0.006089807878787879,265.5
0.006301963333333333,263.2
0.006337206909090909,262.7
0.006401244848484847,261.2
0.0065722915757575745,261.1
0.006682545393939393,259.4
0.006769652545454545,262.1
0.006880308666666668,262.9
0.006970077393939396,258.1
0.007038269878787879,257.6
0.007188070303030302,262.3
0.00727401,263
0.0074053238181818175,260.7
0.007497865393939395,258.4
0.007661366363636363,260.1
0.007719591515151516,260.4
0.007860181636363633,259.7
0.007926365393939393,259.2
0.00797585393939394,260.8
0.008116284242424244,259.6
0.008194798787878788,259.3
0.008351876727272728,258.3
0.008459675757575757,261.3
0.008546579090909091,260.7
0.008710678181818183,261.8
0.008781282363636365,259
0.008911853878787877,260.9
0.008992985757575756,260.4
0.009060173939393939,259.3
0.00914301284848485,262
0.009295308848484849,263.7
0.00936111696969697,263.8
0.009436703454545453,265.2
0.00951805903030303,260.6
0.009524439454545454,260.9
0.00955586393939394,263
0.009573266606060607,263.8
0.009901037878787877,264.4
0.009992609575757577,264.2
0.010134503030303032,264
0.010192954545454545,263.4
0.010299554545454547,265.7
0.010366555757575759,264.9
0.010505551515151515,267.5
0.010680480000000003,266.9
0.010801809090909092,266
0.010835743636363636,265.1
0.010954478787878788,267.6
0.011089615757575754,264.8
0.011161063636363636,264.8
0.011185870909090912,265
0.011200576363636364,265.3
0.011256567878787881,264.4
0.011316978787878788,264.1
0.011339370999999999,264.8062514925239
0.011383156,264.8396344162771
0.011399861,268.1638827775123
0.011417453,264.4831386910426
0.011435931,270.14345909208504
0.011453064,268.86948241809176
0.011472799,269.09658248435426
0.011490446,267.1659882944808
0.011507225000000001,267.66344435702626
0.011523934,269.5087267559184
0.011543596,266.8975316078414
0.011559611999999999,262.7402713424808
0.011576406000000001,267.0926460402798
0.011592243,260.7019637596007
0.011611307000000001,261.3035570908851
0.011628966000000001,266.2202091929294
0.011647924,257.13429330946656
0.011664542,247.5528586529488
0.011682818,254.6155973344712
0.011701438,253.99089690085395
0.011719717000000001,256.0430608603061
0.01174065,255.89086904448925
0.011759212,258.7419682040664
0.011780723,258.24947010276907
0.011802789000000001,258.53058047537485
0.0118205,257.16871076552565
0.011843326999999999,254.31017470730887
0.011863118,253.6295799831633
0.011883165999999999,251.56174454316204
0.011904912,255.89657531323917
0.011926956,258.57498699245264
0.011948086,248.91570205793047
0.011969551,253.9931437879996
0.011990691000000001,255.3912977602452
0.012015895,247.85064164274337
0.012037316000000001,248.40713321971356
0.012058796,253.09803694796497
0.012079849,251.03138662276533
0.012105247999999999,255.6570401748525
0.012124583000000001,253.01913649818056
0.012146495,251.13879991205624
0.012168481,251.42428040746907
0.012190414,250.96816256782247
0.01221134,249.6533400802813
0.012232921,249.23182055441777
0.012256477,248.95174624217293
0.012280774,249.37721064234103
0.012301036,248.9240190698803
0.012321275999999999,250.73154369365116
0.012343120999999999,246.9665079337188
0.012365281,244.30941964788175
0.012388308,243.00399847303908
0.012409378,246.4034368607132
0.012431925,247.67023851530325
0.012454816999999998,245.828192028346
0.01247539,246.1791753476704
0.012495838,244.42282246806465
0.01252135,246.7361603977909
0.012543717000000001,249.9226267174943
0.012564615,244.27496932125192
0.012586604,247.01866418752644
0.012607644,248.09151906637945
0.012629853,246.94327763185444
0.012653637,243.94829999483665
0.012673897000000002,242.52904430354567
0.012697141,244.24252191664183
0.0127198,241.5919394471499
0.012739914000000001,247.29878007926465
0.012762576999999999,240.01944039217156
0.012785627,241.49602014897292
0.012809270000000001,242.23335017876877
0.012830152,242.14661205332536
0.012852706,239.34501708789696
0.012873977,241.2383063619222
0.012893384,239.43542944264073
0.012917105,238.7942418996904
0.012939227999999999,238.17670710529904
0.012959751,240.7072616624785
0.012980883,237.14801820813656
0.013001057,239.41877622767905
0.013021916,234.67711437690164
0.013043692999999999,238.86480110696388
0.013066591,237.90902544878452
0.013088223,241.5552999030114
0.013128448000000001,234.8172845805215
0.013172670000000001,236.91006470650157
0.013216195,239.4098936541896
0.013266965,240.4197733780046
0.013304149,236.86022090165332
0.013418102999999999,237.82629259075324
0.013486736999999999,240.25427358439865
0.013531749,235.8255291423037
0.013600808999999998,243.85979844716996
0.013645346,238.54747522687632
0.013712826,241.59139134507328
0.01375873,241.11490412197253
0.013827204,239.0843507235487
0.013871566,237.95158516671216
0.013940227999999999,240.5703386445421
0.014001788000000001,235.91958262522573
0.014022859,237.8687866200197
0.014060093000000001,241.26916500368537
0.014084471999999999,232.88000615516705
0.014120057,236.39805979670948
0.014156604,239.23818680138615
0.014179551,239.36064776017065
0.014205559,238.36133641906827
0.014237445,236.59503531115416
0.014273023999999999,240.21229536304708
0.014298717,239.03677680876376
0.014308608,235.8013722168602
0.014343156000000001,242.07891889663432
0.014354483,238.39005888170095
0.014374989,240.3252352260465
0.014410596999999999,242.5463915992586
0.014422234,242.60460298931037
0.014443283,240.9489026098227
0.014463583,238.61345734214723
0.014497209,242.05538663336657
0.014520852,241.1441164192452
0.014531297,243.17377294839463
0.014541662,235.8323421305916
0.014552933,241.729807649943
0.014563518,239.8599976613367
0.014575933000000001,239.76503812675872
0.014586185,237.9659544143376
0.014595468,235.30951417343593
0.014606209,237.58632963935628
0.014619389,237.97072384125397
0.014629986999999999,240.10202126482596
0.014645202,238.11592408247537
0.014652255999999999,234.62208303328032
0.014664087,233.41678590018032
0.014675119,234.33541847308945
0.014686374,237.49243901935716
0.014696689,228.9069484734525
0.014706958000000001,228.1794674192821
0.014718123999999999,230.52961913650427
0.014730883,234.53668908061695
0.014743189,231.47501430697423
0.014758515,227.90258211780807
0.014763412,224.64412988292017
0.014776283,227.39272967198517
0.014787831,227.78536212593403
0.014799135,228.50250206425628
0.014810614,227.5760816830967
0.014822390999999999,226.50690563613685
0.01483475,228.4041873231957
0.014844772000000001,227.87363187172843
0.014857525,233.1674385645637
0.014869176999999999,232.22123314488175
0.014880662000000001,227.85150672131329
0.014892457,230.6301423785333
0.014904212,228.71528957073212
0.014915908,228.35879507223092
0.014929020000000001,228.46979297537328
0.014953662,228.890295544307
0.014976478,229.78672581367329
0.014987256,227.65098593922204
0.015011479999999999,228.3650655244248
0.015034777000000001,225.38083520649624
0.015072534,228.9948074515769
0.01509581,234.47446894840783
0.015133528,229.67160656998297
0.015156516,228.8057322422929
0.015181113,227.84358475209112
0.015218875,230.18339813242304
0.015243442999999999,228.26585961041695
0.015280741,225.77162913978188
0.015320944,227.64306095288393
0.015345237,228.9165200283857
0.015382846,225.38795165189697
0.015410077999999999,224.74311624898783
0.015462934,223.2710402890986
0.015546395000000001,223.5305343345643
0.01564943,222.7583450509723
0.015704787,222.15764340429956
0.015767681000000002,224.8571801594681
0.015844953,222.36468715588023
0.015920254000000002,223.5107392974745
0.015936522,223.7681909549173
0.015995492,223.7224506956352
0.015998978,224.4079901815647
0.01601467,222.39327867419095
0.016033783,224.4802221411913
0.016083,224.242360124708
0.016114135,222.4115117516632
0.016151209,224.8625784974834
0.016166707,226.1908800011438
0.016187461,221.48984625503215
0.016208708000000002,227.3244742360862
0.016222957,223.23631531576837
0.016240564,220.48517092637948
0.016260727,218.56382460975144
0.016278743000000002,214.2212288682848
0.016296958,212.84367513227136
0.016317429,214.5978424508933
0.016337251,212.42970768970437
0.016354228,214.8309479320241
0.016374888,211.2133503062316
0.016391885999999998,209.50810411665643
0.016410705999999997,212.94888538922996
0.016431323,211.7934498012063
0.016458381,217.18722610003744
0.016472034,213.9380167825644
0.016509932,207.9470733853761
0.016553508999999998,208.65010901966775
0.016590011999999998,208.4614276166706
0.016655879000000002,213.15469236971649
0.016733527999999998,210.24939480334604
0.016797544999999997,205.5254887694144
0.016869315,205.18509194320177
0.016928831,202.9290476816134
0.016994774,204.3247383426767
0.017091847,202.1012164231453
0.017163698,198.631089252931
0.017236244999999997,198.29417538469403
0.017287896,195.87573909141443
0.017311873,194.651413175494
0.017360496,190.50284337603904
0.017385299,193.02021337722056
0.017410026000000002,191.8856673685563
0.017434971,190.75739808941375
0.017460991000000002,193.00049226913703
0.017485291,191.4761142959414
0.017510868,191.58573439908616
0.017534589,192.37047527166976
0.017561458999999998,192.62364839309151
0.017586251,196.96328822867957
0.017612004,195.79039289658348
0.017637878,193.21020619774924
0.017665057,194.3760035369042
0.017691214,191.51895944996556
0.017717049,189.5231390515472
0.01774375,190.411456374954
0.017769713,191.7049630706334
0.017797574,187.25256339861124
0.017825432000000002,191.20739896471937
0.017854603,189.51763426245728
0.017880995,190.2606131810841
0.017907158,191.7237910053392
0.017935988,188.54215704394005
0.017965825,188.6564989836098
0.017992042,188.9556833468375
0.01802445,187.78531136917945
0.018050092,187.7267726989902
0.018081597,188.64072093684447
0.018110627,188.59044595252615
0.018139755,184.87510819689115
0.018173163,189.0114574096496
0.018201792,185.64837724764448
0.018232181,188.87750852438725
0.018264682,188.52153443206024
0.018295805000000002,189.03208526365853
0.018324393,187.12107228232756
0.018360352,188.7315750218415
0.018391159,188.2127161368506
0.018422425,188.46984987600777
0.018457829000000002,187.44688100668245
0.018486591,187.0879474951784
0.018519993999999998,187.6657005045612
0.018582942999999998,188.57060817148655
0.018677396000000002,193.90294365325792
0.018747044999999997,191.27099266967372
0.018803635,192.9746062473733
0.018835151999999997,188.43646889385016
0.018866913,188.49917580509657
0.018993816,192.7099140092297
0.019152786,191.08550485764977
0.019282155,191.584282023408
0.019442724999999998,191.51661846127155
0.019568151000000002,188.95303905155183
0.019629492999999998,191.41876528996983
0.019791187999999998,193.60063929670704
0.019883882000000002,196.05515178135056
0.020018696,193.72302093582547
0.020213307,190.47301770392272
0.020407600999999997,189.99022495118817
0.020536804,193.92595404672443
0.020666489,187.76130879373025
0.020828392,192.65750201107113
0.020964428,190.87078412905063
0.02106769,188.40117180397905
0.021212702,190.05178294941015
0.021345184,187.24278170075527
0.021562853,185.22605259203297
0.021790593,187.9571766507431
0.021913629,190.7825043804128
0.022055594,187.38113959770783
0.022230886,191.2705275530216
0.022292199999999998,187.2242115241
0.0223476,187.0216472475
0.0225501,184.67921815
0.0226041,185.207494535
0.0226508,188.4866056205
0.022749300000000004,190.0135889095
0.0228336,186.13368892427505
0.022994,189.397339585125
0.0230138,190.53007546182505
0.0231073,190.08050149462505
0.023185,188.6041093398
0.0232767,197.67188495835
0.0233584,193.532820435975
0.0234452,186.77935625475
0.0236005,187.98535915199997
0.0238738,183.12944747075
0.024077699999999997,184.6823772
0.024269799999999998,186.726894870075
0.024643599999999998,180.565516782075
0.025163599999999998,180.69369987575
0.025351099999999998,182.66041686875
0.0255436,183.378918299
0.025786,186.541161542
0.026016000000000004,184.51815170625
0.026254499999999997,184.5716823558
0.026315000000000005,183.7673068405
0.0264607,186.0128248
0.026537099999999997,185.5131813934
0.026703699999999997,185.43660435787496
0.026857799999999998,186.43114764435
0.0269549,188.0846282088
0.027042,187.3935686286
0.027084800000000003,186.271358966325
0.0271702,194.928153007
0.027280099999999998,190.0614572262
0.0274419,191.953133708875
0.027502800000000004,191.23379793375
0.0275497,191.5337587855875
0.0275864,191.95350057715
0.0276613,191.46001174245
0.027687,192.712370759625
0.0277141,190.6078690615
0.0277186,189.304523923175
0.0278207,187.586392521325
0.027866400000000003,190.5849616488
0.027885,189.27849064935
0.0279271,188.98634898427505
0.0279732,189.286787345625
0.0280973,189.95757968037495
0.0282141,191.816137593
0.028271599999999997,191.5941937651
0.028369699999999998,192.63389865615
0.028413900000000002,189.156744422
0.0284269,189.6458701976
0.028577400000000003,193.1001041801
0.0286264,192.8154242622
0.028724299999999998,193.80250764615
0.0288419,193.8897968002
0.0289027,192.68758991725
0.028948599999999998,193.2594032754
0.0290089,192.8724796734
0.029150699999999998,192.26433856792505
0.0292053,188.0966829643
0.029249599999999997,192.39141674277
0.0293239,191.0119519104
0.0293661,189.82870639425
0.0294102,189.2132558424
0.0296092,189.24251845
0.0296812,189.77280474485
0.0297428,191.28441196185
0.029837800000000005,190.9669244527
0.0299521,191.375496743275
0.029999,191.5673410079
0.0301015,188.2467783878
0.030181700000000002,188.475316491
0.0302779,186.5173876995
0.030312699999999998,185.9886464213
0.0304005,184.2981804458
0.030528800000000002,182.936081584225
0.030712999999999997,187.1432812245
0.030775699999999996,190.3322228457
0.0311052,187.999563507075
0.0313564,188.4753253155
0.0315241,189.946864958
0.0317921,193.71283854975
0.031818400000000004,192.9276430365
0.0319339,192.507154839675
0.032026900000000004,193.3257604058
0.03207959999999999,193.90502757875
0.032147499999999996,196.4166558834
0.0321506,196.9080549903
0.0323079,192.46518778166669
0.0323612,195.247244775875
0.0324348,194.110429478875
0.0325111,194.606829741
0.0325946,194.4295742917
0.03267779999999999,195.08012700165003
0.032714099999999996,195.93861278715
0.032813100000000005,199.302319209275
0.032880900000000005,196.701816032775
0.033009,196.32609642975
0.033148300000000006,197.646004846875
0.0334175,196.89622890765
0.0334914,197.12526326695
0.0335553,197.79975641045
0.033758100000000006,200.03106638475
0.03384100000000001,195.627148340675
0.0338857,195.2662323655
0.03390749999999999,194.46060405395
0.033925899999999995,194.47027317217496
0.033957,196.47191999325
0.0339915,195.41091567172495
0.0340642,195.93175875274997
0.03419029999999999,194.8874767012333
0.0342508,195.7913334535
0.034312800000000004,196.266613322
0.0343344,196.201852015
0.0345569,199.6474818549
0.0346026,199.48892964
0.03462,200.2924224414
0.034647800000000006,198.89171239745
0.0347106,197.16130487225
0.0348256,202.795646976
0.034866799999999996,203.0917776366
0.0350896,198.7828307793
0.0351658,203.60050857025
0.0352817,205.3761847385
0.035337,204.46706210535
0.0353594,203.6185257355
0.035383,201.35769286432503
0.03544579999999999,200.29875552115
0.03549709999999999,201.06305549865
0.0355085,202.041266727
0.0355307,201.88660042935
0.035567999999999995,201.8276293501
0.03567250000000001,201.81310262977505
0.03570160000000001,200.5019756069
0.0358546,203.2886587452
0.0359483,198.799944457875
0.0360865,204.123014498
0.03617310000000001,201.7797825328
0.036261800000000004,200.09164615275
0.036506300000000005,198.9617645275
0.0365918,205.10239260525
0.0366696,203.76951759
0.036712800000000004,203.7543230524
0.0368202,202.76033458287495
0.0369398,203.514345808
0.037023400000000005,206.3568576216
0.03711860000000001,210.157174784
0.037143199999999994,207.34584681975
0.0372965,208.25190909
0.037302,209.65639176
0.0373381,206.586570978
0.037431,212.5055286975
0.0374613,209.8366778265
0.03761860000000001,214.29589900083332
0.0376475,212.135905967
0.0377772,212.09241359079
0.037895,214.2064208262
0.0380003,211.213425214
0.0380885,214.3603925775
0.038165599999999994,208.33505971042501
0.038192399999999994,206.5229252229
0.0382842,207.411157001
0.038359199999999996,207.99977968
0.038412800000000004,210.7947524055
0.038472900000000004,207.2301825856
0.0385332,210.07869060075
0.0385736,208.23327262075
0.038621800000000005,204.7919056404
0.038670800000000005,204.455553872625
0.03872339999999999,206.543994036
0.038812599999999996,206.085787558
0.0388747,205.650989878
0.0389556,205.98808959113333
0.038976800000000006,202.3448524395
0.0390536,204.2829889158
0.03912050000000001,207.323585223
0.039265699999999994,208.685091262475
0.039303199999999996,209.495641888
0.039319900000000005,209.326456305
0.0393398,207.868080375675
0.0393794,204.77737582488
0.039402900000000005,191.53156337775
0.0394544,198.138503631
0.03951539999999999,200.402973875925
0.03962100000000001,195.70159247466665
0.0397092,196.6742707386
0.039757100000000004,193.581354240625
0.03988499999999999,193.873098888
0.0399005,197.55250733926664
0.0400427,192.5956555545
0.0401121,193.08131430805
0.0401453,193.690311850125
0.0403084,197.90454896091208
0.04048594648,201.3226860426167
0.040553439999999975,201.4844524663303
0.0407543,200.46615960740988
0.040907388600000004,200.96619797440223
0.04116790404000001,201.5320304267976
0.0413035942,204.18539759772148
0.0416059736,205.49006636725477
0.0417592075,201.12434903906265
0.04190068680000001,199.89056576724948
0.042315817500000005,200.8960917386434
0.0426283001,204.82674347655345
0.042849867,206.35415471090323
0.0429680782,204.26047843855292
0.043171885,203.1620719019197
0.043350662500000005,201.66462398159248
0.043515820550000014,204.2219503591491
0.04366115755,203.18091908152513
0.04380901,201.68967291161368
0.04409519614999999,204.30591912829976
0.04420444639999999,201.99679013111552
0.04435046499999999,206.22156348649375
0.04449050250000001,204.82615482707928
0.04465553499999998,212.28537276723185
0.044816010499999996,210.4383494018988
0.04499615699999999,211.4870756888481
0.045142015,207.9533487146811
0.04528038750000002,213.9182293789752
0.0454603224,214.5013713408328
0.045696055000000006,217.51186974587569
0.04587710855000002,222.71746789063323
0.04605733380000001,221.7721744693644
0.046181255,219.24687294689664
0.0463085475,218.34888238109227
0.04663590199999999,216.41663219437743
0.0467464378,214.1828461994789
0.046887935000000006,210.83763232817873
0.04708627499999999,210.2720270577908
0.047314976199999983,207.5966069009341
0.047524356899999995,204.2599351400208
0.04771039000000001,203.7878948817506
0.047943751099999994,205.65965094423697
0.04822318175000001,206.182082950159
0.04842785999999999,200.97514386943084
0.048987952649999986,201.57862918592315
0.049302980399999995,200.12004323663527
0.04946265525,204.0580378539165
0.04972831500000001,203.8713291389937
0.05000651000000001,204.37676012041777
0.050220546899999996,206.744026938688
0.05052741474999999,207.40999031146947
0.05102917010000002,207.63643592103045
0.0514314466,211.57084710504336
0.051779530000000004,215.07712976760632
0.052086819849999993,213.81781717736385
0.052384780900000004,219.08254103386616
0.052573676,220.7236106732058
0.05280074250000002,221.1479059817251
0.05310825250000001,223.71721395019227
0.053400453150000006,223.261990272584
0.05380625204999998,221.13790909272413
0.054156603199999986,220.3743647767866
0.054387125000000015,217.95673832028177
0.05469461249999998,213.88701388029443
0.05501448765000002,216.85790269313733
0.055293459149999995,208.19350573591464
0.05555313,214.7766439566713
0.05590953739999998,210.2748744860088
0.05623712940000001,207.67411308560085
0.05650358249999998,212.4366913146648
0.05721094264999999,215.69652704379405
0.057476264999999985,217.37632438255056
0.057843724700000015,223.71829246142204
0.058217012300000016,224.35339767076476
0.05843331999999998,223.14855036746204
0.05910506914999998,231.2935761342168
0.05938040500000001,226.35329184425115
0.05973346935,223.45481611599993
0.06010988306666667,216.6606807562948
0.06037305923333333,212.8709102876107
0.0605166315,217.25313232793505
0.06081761723333333,213.77895408048403
0.06106087746666666,207.954258455404
0.06123484403333334,210.56770709704924
0.0615541108,210.90340290966515
0.061900723299999995,206.3768851547348
0.06255200602222222,202.5567478249938
0.06277457333333335,202.7086782342372
0.06296089566666668,200.14813320360096
0.06355579266666668,197.40343593339372
0.06389687993333333,197.24236643525396
0.06411377896666667,199.7280299125443
0.06465729413333333,203.6954666984904
0.0648674226,201.6702793802828
0.06504672066666667,199.17080568979725
0.0655464465,208.9757824141881
0.06576451269999999,198.17360428453375
0.06593723266666668,200.59108353507256
0.0664393055,204.3859977224767
0.06695971066666667,207.20522458616009
0.0673145875,201.14189964947187
0.0677296785,203.758804582249
0.0681461885,200.17043811242027
0.06861999346666667,203.42547248921588
0.0690815285,205.42035908699592
0.06959201713333334,211.2583877926514
0.0700521648,215.55081317503783
0.07042726266666667,220.32661122546068
0.07092887216666664,225.17215906542415
0.07127916903333334,235.01577011604033
0.07169365023333335,237.5634446299485
0.07209281486666669,239.45635365708617
0.07249014999999998,232.7908655423784
0.07286604366666669,232.33476105332247
0.07321931633333335,230.89095840633553
0.07375095566666667,232.73507960739272
0.07422148233333335,231.3339802376306
0.074525645,241.2403946279206
0.07506795149999997,243.2700059361268
0.07554513366666668,249.52367746086176
0.07585065049999999,249.93957236494836
0.07624747216666668,239.34140543854343
0.07669673599999996,238.01317290414423
0.07705648050000001,231.68344444807624
0.07761591499999998,224.91795384960736
0.078080753,226.64717080896844
0.07850794999999998,224.1427524434798
0.07896954013333335,227.2993454606292
0.07941036299999998,229.25533496544975
0.07987775800000002,234.7426828516585
0.08033036249999997,230.60058478694177
0.08072178550000002,233.92301778529907
0.08120694249999996,230.32953997112173
0.08171143100000001,234.13416436720672
0.08206879049999997,238.88896579028287
